year2,state,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1995,37,128837,161944,2942967,2876605,19733,12.4,14283,9,455829,158905,296924,5.5,15.8,323105,110176,212929,3.8,11.2,132724,4.6,22.4,0,9691,9721,56785
1995,38,15283,18039,226805,221919,1764,9.9,1415,7.9,34354,11282,23072,5.1,15.5,24582,8827,15755,4,11.1,9772,4.4,22.2,0,943,949,4808
1995,39,185525,237011,4485693,4401712,24982,10.6,20071,8.5,668623,226016,442607,5.1,15.2,500661,162502,338159,3.7,11.4,167962,3.8,22.8,0,12881,12984,79272
1995,40,59903,72538,1022543,1008609,8597,11.9,7307,10.1,164030,59534,104496,5.9,16.3,136162,51488,84674,5.1,13.5,27868,2.8,27,0,5178,5195,27144
1995,41,68451,81352,1161490,1132900,11197,14,8516,10.6,207497,76876,130621,6.8,18.3,150316,54018,96298,4.8,13.3,57181,5,26.6,0,5657,5719,30658
1995,42,206941,257160,4637473,4573282,25879,10.1,21538,8.4,654670,226063,428607,4.9,14.3,526288,182273,344015,4,11.5,128382,2.8,23,0,14148,14221,91506
1995,44,21550,24251,377059,371465,2667,11.1,2271,9.4,55390,19332,36058,5.2,14.9,44201,14200,30001,3.8,11.9,11189,3,23.8,0,1553,1561,7547
1995,45,62696,78317,1368948,1343091,9877,12.8,7568,9.8,216858,82386,134472,6.1,16.1,165146,60194,104952,4.5,12.3,51712,3.8,24.6,0,5150,5180,30337
1995,46,17214,20001,264742,258355,2151,10.9,1682,8.5,38938,12477,26461,4.8,15.1,26164,10345,15819,4,10.1,12774,5,20.2,0,1165,1166,5407
1995,47,88867,111889,2136510,2072561,13698,12.4,10494,9.5,371270,124405,246865,6,17.9,243372,82441,160931,4,11.7,127898,6.2,23.4,0,7094,7146,43373
1995,48,304396,389536,6599707,6441415,51825,13.5,41356,10.7,1242302,481310,760992,7.5,19.3,925719,336800,588919,5.2,14.4,316583,4.9,28.8,0,27761,28034,180881
1995,49,32481,39151,733108,710461,5947,15.5,4039,10.6,138805,54208,84597,7.6,19.5,93511,33873,59638,4.8,13.2,45294,6.3,26.4,0,2765,2779,20257
1995,50,15922,17985,221759,219446,1937,10.8,1615,9,32684,10765,21919,4.9,14.9,28057,11601,16456,5.3,12.8,4627,2.1,25.6,0,1139,1140,6263
1995,51,113884,144511,2427675,2381879,17559,12.3,13557,9.5,393044,142830,250214,6,16.5,301451,107899,193552,4.5,12.7,91593,3.8,25.4,0,8717,8762,49895
1995,53,109840,131637,1913170,1886220,18061,13.9,14723,11.3,321284,124153,197131,6.6,17,267383,98175,169208,5.2,14.2,53901,2.8,28.4,0,9943,10024,56534
1995,54,30057,36574,517833,508010,4153,11.5,3262,9,82392,29071,53321,5.7,16.2,62745,24274,38471,4.8,12.4,19647,3.8,24.8,0,2164,2167,11033
1995,55,97848,118846,2151101,2112583,12283,10.4,10008,8.5,293148,94342,198806,4.5,13.9,216113,70305,145808,3.3,10.2,77035,3.7,20.4,0,6770,6880,39622
1995,56,12698,14699,152540,150158,1802,12.4,1402,9.6,26271,10203,16068,6.8,17.5,21506,7862,13644,5.2,14.3,4765,3.2,28.6,0,955,956,4198
1996,1,70313,87757,1530687,1518415,10748,12.4,8784,10.1,239297,90450,148847,6,15.8,214753,72059,142694,4.7,14.1,24544,1.7,28.2,0,6122,6122,37109
1996,2,12126,14442,177145,175604,1860,13,1514,10.6,30353,9710,20643,5.5,17.3,27270,10846,16424,6.2,15.5,3083,1.8,31,0,932,932,4457
1996,4,72366,89512,1560080,1518199,13182,15,10013,11.4,296492,115548,180944,7.6,19.5,212731,79948,132783,5.3,14,83761,5.5,28,0,6656,6657,43109
1996,5,45348,54375,891144,882720,6716,12.5,5674,10.5,131894,47046,84848,5.3,14.9,115047,37364,77683,4.2,13,16847,1.9,26,0,4012,4013,21739
1996,6,534053,656259,10961827,10872745,83442,12.8,73557,11.3,1941619,688161,1253458,6.3,17.9,1763455,672108,1091347,6.2,16.2,178164,1.7,32.4,0,48290,48302,308874
1996,8,88204,104559,1572732,1548643,15069,14.6,11749,11.4,305770,129749,176021,8.4,19.7,257592,103194,154398,6.7,16.6,48178,3.1,33.2,0,7657,7658,44784
1996,9,69032,81391,1412955,1404439,8158,10.1,7617,9.4,204659,81515,123144,5.8,14.6,187626,61236,126390,4.4,13.4,17033,1.2,26.8,0,4854,4855,28906
1996,10,15577,18539,323905,323569,2218,12.1,1850,10.1,48465,18393,30072,5.7,15,47793,17089,30704,5.3,14.8,672,0.2,29.6,0,1118,1118,6933
1996,11,14906,17890,389976,399349,1841,10.3,1690,9.5,48389,16404,31985,4.1,12.1,67135,16817,50318,4.2,16.8,-18746,-4.7,24.2,0,944,944,5785
1996,12,289030,353025,5271478,5196417,49383,14.1,42179,12.1,1026371,426001,600370,8.2,19.8,876249,341184,535065,6.6,16.9,150122,2.9,33.8,0,29248,29250,186886
1996,13,128362,161653,2949126,2903747,22441,14.1,17518,11,535277,209338,325939,7.2,18.4,444518,175095,269423,6,15.3,90759,3.1,30.6,0,11278,11279,76228
1996,15,21497,27056,421850,422405,2800,10.3,2831,10.4,60606,27059,33547,6.4,14.3,61715,20520,41195,4.9,14.6,-1109,-0.3,28.6,0,1781,1781,9079
1996,16,24830,29090,378675,373022,4180,14.6,3090,10.8,70012,26970,43042,7.2,18.8,58705,21956,36749,5.9,15.7,11307,3.1,31.4,0,2127,2127,12484
1996,17,216094,263357,4931340,4902850,28929,11.1,25076,9.6,728025,262900,465125,5.4,14.8,671044,206355,464689,4.2,13.7,56981,1.1,27.4,0,15954,15955,93478
1996,18,102127,128406,2381802,2376648,14063,11,12312,9.6,345271,127492,217779,5.4,14.5,334963,117987,216976,5,14.1,10308,0.4,28.2,0,7966,7967,49013
1996,19,57810,71263,1140527,1124860,6921,9.8,6100,8.6,159045,58785,100260,5.2,14.1,127710,40744,86966,3.6,11.4,31335,2.7,22.8,0,4029,4030,21048
1996,20,52847,64212,987252,972457,7216,11.3,6105,9.6,152228,57504,94724,5.9,15.7,122637,44847,77790,4.6,12.6,29591,3.1,25.2,0,4167,4167,24409
1996,21,62979,78026,1359124,1344852,8837,11.4,7542,9.7,215921,84632,131289,6.3,16.1,187377,61319,126058,4.6,13.9,28544,2.2,27.8,0,5153,5153,31829
1996,22,71326,88249,1427583,1407582,9811,11.2,7876,9,233911,81048,152863,5.8,16.6,193909,63194,130715,4.5,13.8,40002,2.8,27.6,0,5345,5346,33648
1996,23,26749,31344,425449,423091,3802,12.3,3038,9.8,60090,23893,36197,5.6,14.2,55374,18874,36500,4.5,13.1,4716,1.1,26.2,0,2126,2126,10898
1996,24,88576,108683,1803330,1801277,12369,11.4,11090,10.3,283112,108628,174484,6,15.7,279005,96142,182863,5.3,15.5,4107,0.2,31,0,7008,7013,43989
1996,25,119067,143746,2724484,2706904,15280,10.7,13193,9.2,393810,130038,263772,4.8,14.5,358649,135500,223149,5,13.2,35161,1.3,26.4,0,8335,8336,57712
1996,26,164362,203331,3695771,3676556,22126,11,17854,8.9,531113,183711,347402,5,14.4,492683,149250,343433,4.1,13.4,38430,1,26.8,0,11838,11838,76680
1996,27,92982,112672,2090838,2070879,12548,11.3,9799,8.8,300977,109198,191779,5.3,14.5,261059,78893,182166,3.8,12.6,39918,1.9,25.2,0,6274,6276,41810
1996,28,42289,51935,858614,853618,6298,12.2,5362,10.4,134769,56534,78235,6.6,15.8,124776,44882,79894,5.3,14.6,9993,1.2,29.2,0,3707,3707,22073
1996,29,103305,126822,2178066,2158432,14512,11.5,12462,9.9,334076,122038,212038,5.7,15.5,294809,99793,195016,4.6,13.7,39267,1.8,27.4,0,8563,8563,48797
1996,30,22106,25417,261846,264209,3300,13.1,2690,10.7,42492,17520,24972,6.6,16.1,47217,14285,32932,5.4,17.9,-4725,-1.8,32.2,0,1747,1747,8265
1996,31,35421,42667,683921,672756,4290,10.1,3848,9.1,98247,35507,62740,5.3,14.6,75916,24987,50929,3.7,11.3,22331,3.3,22.6,0,2618,2618,13617
1996,32,27930,33286,703891,682960,5578,17.1,4074,12.5,145914,66606,79308,9.8,21.4,104051,41638,62413,6.1,15.2,41863,6.2,30.4,0,2723,2723,20811
1996,33,26467,31131,478277,469079,3881,12.6,2982,9.7,75158,26124,49034,5.6,16,56761,20065,36696,4.3,12.1,18397,3.9,24.2,0,1939,1940,10861
1996,34,167572,195012,3163644,3152193,22757,11.7,19852,10.2,494793,183190,311603,5.8,15.7,471892,163397,308495,5.2,15,22901,0.7,30,0,13288,13291,71351
1996,35,30597,36604,504828,498466,4825,13.3,3814,10.5,88560,34933,53627,7,17.8,75836,27554,48282,5.5,15.2,12724,2.6,30.4,0,2602,2604,15999
1996,36,353252,412456,6687122,6674175,47835,11.6,43940,10.7,987027,374157,612870,5.6,14.8,961134,331783,629351,5,14.4,25893,0.4,28.8,0,30641,30644,175352
1996,37,132435,166249,2999542,2974143,20398,12.4,15592,9.5,452257,172087,280170,5.8,15.2,401460,134687,266773,4.5,13.5,50797,1.7,27,0,10145,10145,62089
1996,38,15474,18230,232298,229929,1734,9.6,1515,8.4,34787,13886,20901,6,15.1,30049,9609,20440,4.2,13.1,4738,2,26.2,0,999,999,4927
1996,39,187329,239529,4572976,4533312,24350,10.2,21552,9,668654,243556,425098,5.4,14.7,589326,188023,401303,4.1,13,79328,1.7,26,0,13673,13676,83428
1996,40,60654,73531,1059291,1041528,8723,11.9,7573,10.4,176645,73371,103274,7,17,141118,52233,88885,5,13.5,35527,3.5,27,0,5284,5287,28645
1996,41,70164,83638,1218202,1190629,11224,13.6,8664,10.5,215142,79107,136035,6.6,18.1,159996,56276,103720,4.7,13.4,55146,4.7,26.8,0,5879,5881,32477
1996,42,207845,258827,4685783,4666632,24941,9.7,22889,8.9,633482,233168,400314,5,13.6,595181,205294,389887,4.4,12.8,38301,0.8,25.6,0,15099,15101,98273
1996,44,21728,24468,378142,377702,2694,11.1,2430,10,50893,19108,31785,5.1,13.5,50012,18481,31531,4.9,13.2,881,0.3,26.4,0,1662,1664,9645
1996,45,64114,80151,1398334,1383957,10215,12.9,8055,10.2,216645,87696,128949,6.3,15.7,187891,62565,125326,4.5,13.6,28754,2.1,27.2,0,5429,5429,32535
1996,46,17492,20312,268800,266915,2236,11.1,1894,9.4,37721,15507,22214,5.8,14.1,33950,12372,21578,4.6,12.7,3771,1.4,25.4,0,1290,1290,6353
1996,47,90478,114388,2148564,2143454,14112,12.5,11363,10,329405,133200,196205,6.2,15.4,319185,122966,196219,5.7,14.9,10220,0.5,29.8,0,7669,7673,69901
1996,48,310858,397263,6823281,6715431,52251,13.3,43317,11,1250381,498556,751825,7.4,18.6,1034682,377712,656970,5.6,15.4,215699,3.2,30.8,0,28644,28647,186524
1996,49,34167,41051,770346,750970,6368,15.9,4356,10.9,140068,57990,82078,7.7,18.7,101316,35018,66298,4.7,13.5,38752,5.2,27,0,2996,2997,20015
1996,50,16054,18176,222794,222244,1952,10.8,1696,9.4,32502,12613,19889,5.7,14.6,31402,14939,16463,6.7,14.1,1100,0.5,28.2,0,1214,1214,6718
1996,51,115642,146703,2462999,2446462,17267,11.9,14850,10.2,386717,145956,240761,6,15.8,353643,119626,234017,4.9,14.5,33074,1.3,29,0,9340,9340,50264
1996,53,112059,134385,1948739,1932577,18642,14,15540,11.7,318100,125562,192538,6.5,16.5,285775,97948,187827,5.1,14.8,32325,1.7,29.6,0,10204,10207,55249
1996,54,30223,36896,520017,519670,3966,10.8,3524,9.6,76689,31778,44911,6.1,14.8,75995,24850,51145,4.8,14.6,694,0.2,29.2,0,2369,2369,11774
1996,55,99071,120445,2186126,2170132,12286,10.3,10504,8.8,279732,97589,182143,4.5,12.9,247744,79890,167854,3.7,11.4,31988,1.5,22.8,0,6947,6953,38541
1996,56,13019,15048,151062,151767,1904,12.8,1508,10.1,23463,9251,14212,6.1,15.5,24873,7612,17261,5,16.4,-1410,-0.9,31,0,1015,1015,4342
1997,1,71144,89446,1543872,1537136,11375,12.8,9718,11,261070,99207,161863,6.5,17,247599,88676,158923,5.8,16.1,13471,0.9,32.2,0,6368,6368,41803
1997,2,12386,14784,182100,179403,1992,13.6,1618,11.1,36536,12212,24324,6.8,20.4,31142,9728,21414,5.4,17.4,5394,3,34.8,0,971,971,4427
1997,4,74812,93249,1654877,1608900,15015,16.4,11421,12.5,371012,151317,219695,9.4,23.1,279058,118363,160695,7.4,17.3,91954,5.8,34.6,0,7067,7067,47515
1997,5,45669,55202,906826,897040,7028,12.8,6038,11,148373,55595,92778,6.2,16.5,128802,44163,84639,4.9,14.4,19571,2.1,28.8,0,4097,4097,22318
1997,6,541378,665191,11338461,11156365,90274,13.6,81053,12.3,2277081,824219,1452862,7.4,20.4,1912890,754029,1158861,6.8,17.1,364191,3.3,34.2,0,48594,48595,343041
1997,8,90861,108394,1629684,1601497,16715,15.7,12748,12,335394,141540,193854,8.8,20.9,279020,113152,165868,7.1,17.4,56374,3.5,34.8,0,7962,7962,50512
1997,9,69119,81947,1467221,1446106,8867,10.8,8321,10.2,247080,82717,164363,5.7,17.1,204850,76478,128372,5.3,14.2,42230,2.9,28.4,0,5022,5022,32804
1997,10,15974,19156,338014,330929,2595,13.7,2022,10.7,62027,24507,37520,7.4,18.7,47856,18798,29058,5.7,14.5,14171,4.2,29,0,1160,1160,7408
1997,11,14861,17813,391522,391072,1937,10.8,2029,11.4,57110,18969,38141,4.9,14.6,56209,22169,34040,5.7,14.4,901,0.2,28.8,0,1014,1014,6393
1997,12,292442,360038,5417465,5345198,53298,14.9,46034,12.9,1122567,467727,654840,8.8,21,978033,404553,573480,7.6,18.3,144534,2.7,36.6,0,30486,30487,199834
1997,13,131074,166159,3019982,2984554,23738,14.5,19081,11.6,584854,227696,357158,7.6,19.6,513998,199866,314132,6.7,17.2,70856,2.4,34.4,0,11976,11976,97208
1997,15,21465,27008,421114,421490,2923,10.8,2935,10.8,60876,20971,39905,5,14.4,61627,20553,41074,4.9,14.6,-751,-0.2,28.8,0,1763,1763,9599
1997,16,25591,30042,388612,384082,4548,15.4,3580,12.1,73648,29541,44107,7.7,19.2,64588,26398,38190,6.9,16.8,9060,2.4,33.6,0,2262,2262,11268
1997,17,217835,266395,5022914,4978115,30797,11.6,27535,10.4,807721,283160,524561,5.7,16.2,718123,261560,456563,5.3,14.4,89598,1.8,28.8,0,16580,16580,112785
1997,18,102825,130464,2432698,2408528,15371,11.9,13305,10.3,390576,136064,254512,5.6,16.2,342236,127441,214795,5.3,14.2,48340,2,28.4,0,8280,8280,54451
1997,19,58039,72006,1153221,1147735,7489,10.4,6705,9.4,173790,59895,113895,5.2,15.1,162819,57956,104863,5,14.2,10971,0.9,28.4,0,4158,4158,26815
1997,20,53376,65318,1023385,1005245,7975,12.3,6793,10.5,174505,68122,106383,6.8,17.4,138224,49374,88850,4.9,13.8,36281,3.6,27.6,0,4206,4206,24478
1997,21,63647,79389,1391601,1371672,9641,12.2,8244,10.5,237153,84400,152753,6.2,17.3,197295,72790,124505,5.3,14.4,39858,2.9,28.8,0,5162,5162,32675
1997,22,72236,89756,1461769,1446004,10572,11.9,9129,10.2,264222,93577,170645,6.5,18.3,232692,89193,143499,6.2,16.1,31530,2.2,32.2,0,5753,5753,36656
1997,23,27209,32018,435307,430662,3947,12.4,3284,10.4,67197,23503,43694,5.5,15.6,57906,22550,35356,5.2,13.4,9291,2.2,26.8,0,2075,2075,11602
1997,24,89539,110304,1868574,1836836,13889,12.7,12333,11.2,351030,131304,219726,7.1,19.1,287553,107709,179844,5.9,15.7,63477,3.4,31.4,0,7313,7313,43653
1997,25,121326,147110,2805946,2766247,17013,11.7,13728,9.4,465954,169209,296745,6.1,16.8,386556,136162,250394,4.9,14,79398,2.8,28,0,8292,8292,59456
1997,26,166347,206024,3788639,3743754,23485,11.5,20705,10.1,639487,217386,422101,5.8,17.1,549717,192681,357036,5.1,14.7,89770,2.4,29.4,0,12537,12537,80068
1997,27,94637,115306,2144436,2119426,13911,12.2,11272,9.9,344953,119021,225932,5.6,16.3,294933,114169,180764,5.4,13.9,50020,2.4,27.8,0,6753,6753,47824
1997,28,42823,52954,882866,872041,6611,12.6,5619,10.7,151326,53641,97685,6.2,17.4,129678,43868,85810,5,14.9,21648,2.5,29.8,0,3728,3728,20406
1997,29,103542,127680,2241041,2210582,15038,11.8,14132,11.1,371401,126462,244939,5.7,16.8,310483,114294,196189,5.2,14,60918,2.8,28,0,9119,9119,55989
1997,30,22641,26061,266325,264403,3470,13.5,2787,10.8,47129,18059,29070,6.8,17.8,43284,16647,26637,6.3,16.4,3845,1.4,32.8,0,1849,1849,9172
1997,31,35869,43250,689503,687057,4737,11,4107,9.6,106210,41529,64681,6,15.5,101317,32693,68624,4.8,14.7,4893,0.8,29.4,0,2555,2555,16265
1997,32,29497,35503,749991,727339,6644,19.3,4482,13,157371,67708,89663,9.3,21.6,112066,39295,72771,5.4,15.4,45305,6.2,30.8,0,2817,2817,18120
1997,33,26996,31818,489284,484063,3987,12.7,3311,10.5,79924,28032,51892,5.8,16.5,69482,25272,44210,5.2,14.4,10442,2.1,28.8,0,2070,2070,11713
1997,34,170256,198246,3258620,3211376,25191,12.8,21743,11,602191,212015,390176,6.6,18.8,507703,200176,307527,6.2,15.8,94488,3,31.6,0,13563,13563,80650
1997,35,30772,37202,512753,508848,5072,13.7,4435,12,95202,38017,57185,7.5,18.7,87391,29976,57415,5.9,17.2,7811,1.5,34.4,0,2835,2835,14981
1997,36,356988,417334,6803234,6750189,51064,12.3,46096,11.1,1130860,387493,743367,5.7,16.8,1024771,394211,630560,5.8,15.2,106089,1.6,30.4,0,30751,30751,177660
1997,37,136608,173211,3099523,3050876,24086,14.2,17074,10,524425,203777,320648,6.7,17.2,427131,156157,270974,5.1,14,97294,3.2,28,0,10584,10584,66155
1997,38,15289,18093,242742,237430,1784,9.8,1855,10.2,42820,13928,28892,5.9,18,32196,13595,18601,5.7,13.6,10624,4.4,27.2,0,1160,1160,7735
1997,39,188560,242041,4648851,4611578,27005,11.2,24440,10.1,752866,284970,467896,6.2,16.3,678320,238354,439966,5.2,14.7,74546,1.6,29.4,0,14418,14418,95599
1997,40,61333,74989,1096018,1077517,9820,13.2,8307,11.2,204461,79597,124864,7.4,19,167458,59614,107844,5.5,15.5,37003,3.5,31,0,5446,5446,33926
1997,41,71426,85569,1275105,1246957,11736,13.9,9702,11.5,246607,88780,157827,7.1,19.8,190311,72161,118150,5.8,15.3,56296,4.5,30.6,0,6122,6122,33249
1997,42,209412,262330,4768994,4732114,28317,10.9,24966,9.6,741724,258399,483325,5.5,15.7,667965,247491,420474,5.2,14.1,73759,1.6,28.2,0,15076,15076,110680
1997,44,21988,24755,388846,383661,2743,11.1,2450,9.9,60740,22062,38678,5.8,15.8,50370,17857,32513,4.7,13.1,10370,2.7,26.2,0,1663,1663,8942
1997,45,65661,82591,1437240,1418523,11184,13.7,8781,10.8,247138,97897,149241,6.9,17.4,209704,77775,131929,5.5,14.8,37434,2.6,29.6,0,5523,5523,36321
1997,46,17577,20566,276139,272416,2452,12,2122,10.4,44937,18296,26641,6.7,16.5,37491,14285,23206,5.2,13.8,7446,2.7,27.6,0,1354,1354,6876
1997,47,91617,116913,2207427,2179197,15107,13,12682,11,389432,149742,239690,6.9,17.9,332971,116754,216217,5.4,15.3,56461,2.6,30.6,0,8037,8037,54723
1997,48,314836,405257,7096523,6965191,56004,13.9,47907,11.9,1451072,569148,881924,8.2,20.8,1188408,469350,719058,6.7,17.1,262664,3.7,34.2,0,30005,30005,221243
1997,49,35632,43025,813824,793426,6968,16.6,4978,11.8,167048,70634,96414,8.9,21.1,126251,53515,72736,6.7,15.9,40797,5.2,31.8,0,3172,3172,22198
1997,50,16280,18510,229277,226070,2127,11.6,1802,9.8,36489,16295,20194,7.2,16.1,30075,11516,18559,5.1,13.3,6414,2.8,26.6,0,1217,1217,5988
1997,51,118075,150460,2576800,2520953,19479,13.1,15700,10.6,477997,179217,298780,7.1,19,366305,133813,232492,5.3,14.5,111692,4.5,29,0,9273,9273,55690
1997,53,113980,137198,2000012,1976162,19848,14.6,16893,12.4,396012,149801,246211,7.6,20,348313,154292,194021,7.8,17.6,47699,2.4,35.2,0,10334,10335,59622
1997,54,30416,37405,530398,525178,4271,11.5,3736,10,85196,31530,53666,6,16.2,74757,24147,50610,4.6,14.2,10439,2,28.4,0,2378,2378,12760
1997,55,100245,122547,2234478,2211260,13479,11.1,11311,9.3,328862,119840,209022,5.4,14.9,282426,97537,184889,4.4,12.8,46436,2.1,25.6,0,7022,7022,40433
1997,56,13168,15085,153473,151961,1918,12.7,1815,12,28970,10782,18188,7.1,19.1,25945,10104,15841,6.6,17.1,3025,2,34.2,0,1050,1050,4955
1998,1,71208,89777,1566400,1555852,10421,11.6,9869,11,250158,91774,158384,5.9,16.1,229062,93001,136061,6,14.7,21096,1.4,29.4,0,6667,6667,38943
1998,2,12575,15010,191000,186516,1987,13.3,1675,11.2,37036,14545,22491,7.8,19.9,28068,9436,18632,5.1,15,8968,4.9,30,0,1032,1032,4616
1998,4,75855,94834,1726180,1690405,13320,14.2,11415,12.1,342830,132406,210424,7.8,20.3,271281,113527,157754,6.7,16,71549,4.3,32,0,7536,7536,65445
1998,5,45400,55301,931538,921788,6494,11.8,6329,11.5,145814,57551,88263,6.2,15.8,126313,51150,75163,5.5,13.7,19501,2.1,27.4,0,4403,4403,23589
1998,6,547672,673801,11814940,11552872,87171,13,76367,11.4,2259779,831570,1428209,7.2,19.6,1735643,677970,1057673,5.9,15,524136,4.6,30,0,49794,49794,331540
1998,8,92984,111488,1720476,1675190,16121,14.7,12712,11.6,340099,133932,206167,8,20.3,249526,95994,153532,5.7,14.9,90573,5.4,29.8,0,8445,8445,49363
1998,9,69038,81961,1484372,1474721,8432,10.3,8256,10.1,230035,88484,141551,6,15.6,210732,72501,138231,4.9,14.3,19303,1.3,28.6,0,5285,5285,32962
1998,10,16278,19499,346054,341898,2455,12.7,2064,10.7,60565,24215,36350,7.1,17.7,52253,17460,34793,5.1,15.3,8312,2.4,30.6,0,1246,1246,8034
1998,11,14769,17788,400178,396336,1779,10,1752,9.8,58099,18885,39214,4.8,14.7,50415,15691,34724,4,12.7,7684,2,25.4,0,968,968,6749
1998,12,294317,362465,5632698,5520743,49765,13.8,46206,12.8,1115521,427099,688422,7.7,20.2,891611,375312,516299,6.8,16.2,223910,4,32.4,0,30956,30956,193308
1998,13,133263,169408,3111933,3067286,23281,13.9,19516,11.6,575660,226344,349316,7.4,18.8,486366,194564,291802,6.3,15.9,89294,2.9,31.8,0,12432,12432,86869
1998,15,21371,26798,414156,417565,2685,10,2864,10.6,56776,22741,34035,5.4,13.6,63593,24641,38952,5.9,15.2,-6817,-1.6,27.2,0,1795,1795,9526
1998,16,26005,30633,409134,398815,4209,13.9,3538,11.7,79109,34049,45060,8.5,19.8,58471,20752,37719,5.2,14.7,20638,5.1,29.4,0,2380,2380,11799
1998,17,219289,269075,5155211,5087637,28690,10.7,25421,9.5,798828,265571,533257,5.2,15.7,663679,227500,436179,4.5,13,135149,2.7,26,0,16471,16471,110580
1998,18,103278,131454,2494357,2463326,13817,10.6,12578,9.6,373256,137899,235357,5.6,15.2,311194,110916,200278,4.5,12.6,62062,2.6,25.2,0,8268,8268,51203
1998,19,58139,72406,1193958,1172704,6968,9.7,6344,8.8,172588,57858,114730,4.9,14.7,130080,43833,86247,3.7,11.1,42508,3.6,22.2,0,4136,4136,22132
1998,20,53620,65875,1057808,1040449,7362,11.2,6609,10.1,175316,66088,109228,6.4,16.9,140598,56762,83836,5.5,13.5,34718,3.4,27,0,4389,4389,26282
1998,21,64156,80379,1423764,1406534,9202,11.5,8024,10,228547,92574,135973,6.6,16.2,194086,66451,127635,4.7,13.8,34461,2.4,27.6,0,5307,5307,31218
1998,22,72595,90430,1509628,1486150,9993,11.1,9020,10,264391,93221,171170,6.3,17.8,217435,81436,135999,5.5,14.6,46956,3.2,29.2,0,5931,5931,42938
1998,23,27749,32665,450013,442526,3921,12.1,3181,9.8,67197,25854,41343,5.8,15.2,52223,20221,32002,4.6,11.8,14974,3.4,23.6,0,2179,2179,11828
1998,24,90004,110948,1921866,1898407,12804,11.6,11919,10.8,327126,127457,199669,6.7,17.2,280207,109594,170613,5.8,14.8,46919,2.4,29.6,0,7394,7394,50722
1998,25,122575,148597,2867650,2835724,15672,10.6,13776,9.3,449226,149562,299664,5.3,15.8,385374,127199,258175,4.5,13.6,63852,2.2,27.2,0,8874,8874,58681
1998,26,166603,206928,3877726,3829430,21785,10.6,20275,9.8,600023,215032,384991,5.6,15.7,503431,173612,329819,4.5,13.1,96592,2.6,26.2,0,13250,13250,85788
1998,27,96457,117464,2239620,2190600,12925,11.1,10421,9,367956,124502,243454,5.7,16.8,269915,90994,178921,4.2,12.3,98041,4.5,24.6,0,6726,6726,47576
1998,28,42902,53313,906379,893731,6165,11.6,5660,10.7,140180,51037,89143,5.7,15.7,114885,43595,71290,4.9,12.9,25295,2.8,25.8,0,3917,3917,23441
1998,29,103841,128472,2272133,2255174,14387,11.2,13302,10.4,337077,131585,205492,5.8,14.9,303159,100335,202824,4.4,13.4,33918,1.5,26.8,0,8890,8890,49302
1998,30,23045,26541,272713,269102,3500,13.3,2914,11.1,47452,20388,27064,7.6,17.6,40229,16853,23376,6.3,14.9,7223,2.7,29.8,0,2009,2009,8425
1998,31,35929,43485,706163,696733,4417,10.2,4020,9.3,103925,38502,65423,5.5,14.9,85065,31152,53913,4.5,12.2,18860,2.7,24.4,0,2688,2688,14172
1998,32,30788,37281,782869,765497,6385,17.5,4490,12.3,146550,65144,81406,8.5,19.1,111806,37411,74395,4.9,14.6,34744,4.5,29.2,0,3011,3011,19570
1998,33,27481,32249,506670,497719,3692,11.5,3157,9.9,81776,26886,54890,5.4,16.4,63873,24717,39156,5,12.8,17903,3.6,25.6,0,2053,2053,13097
1998,34,172242,200631,3331514,3295169,23792,11.9,20852,10.5,572481,210187,362294,6.4,17.4,499791,184852,314939,5.6,15.2,72690,2.2,30.4,0,13939,13939,81545
1998,35,30911,37438,519657,515038,4625,12.4,4260,11.4,91253,38625,52628,7.5,17.7,82015,33168,48847,6.4,15.9,9238,1.8,31.8,0,2761,2761,16875
1998,36,360321,421585,6959586,6878727,48680,11.6,43670,10.4,1164038,399093,764945,5.8,16.9,1002321,347668,654653,5.1,14.6,161717,2.3,29.2,0,30560,30560,173857
1998,37,139031,175933,3181451,3139345,22028,12.6,18873,10.8,509300,200723,308577,6.4,16.2,425087,169489,255598,5.4,13.5,84213,2.7,27,0,11665,11668,69870
1998,38,15292,18091,244086,243250,1723,9.5,1673,9.2,37907,13658,24249,5.6,15.6,36234,12840,23394,5.3,14.9,1673,0.7,29.8,0,1088,1088,6931
1998,39,189039,243178,4744570,4694273,24065,9.9,22513,9.3,717822,235413,482409,5,15.3,617227,225613,391614,4.8,13.1,100595,2.2,26.2,0,14188,14189,96200
1998,40,61555,75446,1140520,1117583,8842,11.8,8142,10.8,198327,74289,124038,6.6,17.7,152452,61556,90896,5.5,13.6,45875,4.1,27.2,0,5495,5497,31859
1998,41,72206,86437,1291371,1282228,10820,12.6,9638,11.2,215011,81082,133929,6.3,16.8,196725,73436,123289,5.7,15.3,18286,1.5,30.6,0,6230,6230,36217
1998,42,210262,264006,4859820,4814513,25891,9.8,23703,9,705630,245946,459684,5.1,14.7,615016,215387,399629,4.5,12.8,90614,1.9,25.6,0,15140,15140,96415
